# From Ensembl homo_sapiens_core_69_37  Jan 14, 2013
# select s.name, k.band, k.seq_region_start, k.seq_region_end from seq_region s, seq_region_attrib sa, attrib_type a, karyotype k
# where sa.seq_region_id = s.seq_region_id and sa.attrib_type_id = a.attrib_type_id and a.code = "karyotype_rank" and k.seq_region_id = s.seq_region_id
# order by abs(sa.value)
1	p11.1	121500001	125000000
1	p11.2	120600001	121500000
1	p12	117800001	120600000
1	p13.1	116100001	117800000
1	p13.2	111800001	116100000
1	p13.3	107200001	111800000
1	p21.1	102200001	107200000
1	p21.2	99700001	102200000
1	p21.3	94700001	99700000
1	p22.1	92000001	94700000
1	p22.2	88400001	92000000
1	p22.3	84900001	88400000
1	p31.1	69700001	84900000
1	p31.2	68900001	69700000
1	p31.3	61300001	68900000
1	p32.1	59000001	61300000
1	p32.2	56100001	59000000
1	p32.3	50700001	56100000
1	p33	46800001	50700000
1	p34.1	44100001	46800000
1	p34.2	40100001	44100000
1	p34.3	34600001	40100000
1	p35.1	32400001	34600000
1	p35.2	30200001	32400000
1	p35.3	28000001	30200000
1	p36.11	23900001	28000000
1	p36.12	20400001	23900000
1	p36.13	16200001	20400000
1	p36.21	12700001	16200000
1	p36.22	9200001	12700000
1	p36.23	7200001	9200000
1	p36.31	5400001	7200000
1	p36.32	2300001	5400000
1	p36.33	1	2300000
1	q11	125000001	128900000
1	q12	128900001	142600000
1	q21.1	142600001	147000000
1	q21.2	147000001	150300000
1	q21.3	150300001	155000000
1	q22	155000001	156500000
1	q23.1	156500001	159100000
1	q23.2	159100001	160500000
1	q23.3	160500001	165500000
1	q24.1	165500001	167200000
1	q24.2	167200001	170900000
1	q24.3	170900001	172900000
1	q25.1	172900001	176000000
1	q25.2	176000001	180300000
1	q25.3	180300001	185800000
1	q31.1	185800001	190800000
1	q31.2	190800001	193800000
1	q31.3	193800001	198700000
1	q32.1	198700001	207200000
1	q32.2	207200001	211500000
1	q32.3	211500001	214500000
1	q41	214500001	224100000
1	q42.11	224100001	224600000
1	q42.12	224600001	227000000
1	q42.13	227000001	230700000
1	q42.2	230700001	234700000
1	q42.3	234700001	236600000
1	q43	236600001	243700000
1	q44	243700001	249250621
2	p11.1	90500001	93300000
2	p11.2	83300001	90500000
2	p12	75000001	83300000
2	p13.1	73500001	75000000
2	p13.2	71500001	73500000
2	p13.3	68600001	71500000
2	p14	64100001	68600000
2	p15	61300001	64100000
2	p16.1	55000001	61300000
2	p16.2	52900001	55000000
2	p16.3	47800001	52900000
2	p21	41800001	47800000
2	p22.1	38600001	41800000
2	p22.2	36600001	38600000
2	p22.3	32100001	36600000
2	p23.1	30000001	32100000
2	p23.2	27900001	30000000
2	p23.3	24000001	27900000
2	p24.1	19200001	24000000
2	p24.2	16700001	19200000
2	p24.3	12200001	16700000
2	p25.1	7100001	12200000
2	p25.2	4400001	7100000
2	p25.3	1	4400000
2	q11.1	93300001	96800000
2	q11.2	96800001	102700000
2	q12.1	102700001	106000000
2	q12.2	106000001	107500000
2	q12.3	107500001	110200000
2	q13	110200001	114400000
2	q14.1	114400001	118800000
2	q14.2	118800001	122400000
2	q14.3	122400001	129900000
2	q21.1	129900001	132500000
2	q21.2	132500001	135100000
2	q21.3	135100001	136800000
2	q22.1	136800001	142200000
2	q22.2	142200001	144100000
2	q22.3	144100001	148700000
2	q23.1	148700001	149900000
2	q23.2	149900001	150500000
2	q23.3	150500001	154900000
2	q24.1	154900001	159800000
2	q24.2	159800001	163700000
2	q24.3	163700001	169700000
2	q31.1	169700001	178000000
2	q31.2	178000001	180600000
2	q31.3	180600001	183000000
2	q32.1	183000001	189400000
2	q32.2	189400001	191900000
2	q32.3	191900001	197400000
2	q33.1	197400001	203300000
2	q33.2	203300001	204900000
2	q33.3	204900001	209000000
2	q34	209000001	215300000
2	q35	215300001	221500000
2	q36.1	221500001	225200000
2	q36.2	225200001	226100000
2	q36.3	226100001	231000000
2	q37.1	231000001	235600000
2	q37.2	235600001	237300000
2	q37.3	237300001	243199373
3	p11.1	87900001	91000000
3	p11.2	87200001	87900000
3	p12.1	83500001	87200000
3	p12.2	79800001	83500000
3	p12.3	74200001	79800000
3	p13	69800001	74200000
3	p14.1	63700001	69800000
3	p14.2	58600001	63700000
3	p14.3	54400001	58600000
3	p21.1	52300001	54400000
3	p21.2	50600001	52300000
3	p21.31	44200001	50600000
3	p21.32	44100001	44200000
3	p21.33	43700001	44100000
3	p22.1	39400001	43700000
3	p22.2	36500001	39400000
3	p22.3	32100001	36500000
3	p23	30900001	32100000
3	p24.1	26400001	30900000
3	p24.2	23900001	26400000
3	p24.3	16400001	23900000
3	p25.1	13300001	16400000
3	p25.2	11800001	13300000
3	p25.3	8700001	11800000
3	p26.1	4000001	8700000
3	p26.2	2800001	4000000
3	p26.3	1	2800000
3	q11.1	91000001	93900000
3	q11.2	93900001	98300000
3	q12.1	98300001	100000000
3	q12.2	100000001	100900000
3	q12.3	100900001	102800000
3	q13.11	102800001	106200000
3	q13.12	106200001	107900000
3	q13.13	107900001	111300000
3	q13.2	111300001	113500000
3	q13.31	113500001	117300000
3	q13.32	117300001	119000000
3	q13.33	119000001	121900000
3	q21.1	121900001	123800000
3	q21.2	123800001	125800000
3	q21.3	125800001	129200000
3	q22.1	129200001	133700000
3	q22.2	133700001	135700000
3	q22.3	135700001	138700000
3	q23	138700001	142800000
3	q24	142800001	148900000
3	q25.1	148900001	152100000
3	q25.2	152100001	155000000
3	q25.31	155000001	157000000
3	q25.32	157000001	159000000
3	q25.33	159000001	160700000
3	q26.1	160700001	167600000
3	q26.2	167600001	170900000
3	q26.31	170900001	175700000
3	q26.32	175700001	179000000
3	q26.33	179000001	182700000
3	q27.1	182700001	184500000
3	q27.2	184500001	186000000
3	q27.3	186000001	187900000
3	q28	187900001	192300000
3	q29	192300001	198022430
4	p11	48200001	50400000
4	p12	44600001	48200000
4	p13	41200001	44600000
4	p14	35800001	41200000
4	p15.1	27700001	35800000
4	p15.2	21300001	27700000
4	p15.31	17800001	21300000
4	p15.32	15200001	17800000
4	p15.33	11300001	15200000
4	p16.1	6000001	11300000
4	p16.2	4500001	6000000
4	p16.3	1	4500000
4	q11	50400001	52700000
4	q12	52700001	59500000
4	q13.1	59500001	66600000
4	q13.2	66600001	70500000
4	q13.3	70500001	76300000
4	q21.1	76300001	78900000
4	q21.21	78900001	82400000
4	q21.22	82400001	84100000
4	q21.23	84100001	86900000
4	q21.3	86900001	88000000
4	q22.1	88000001	93700000
4	q22.2	93700001	95100000
4	q22.3	95100001	98800000
4	q23	98800001	101100000
4	q24	101100001	107700000
4	q25	107700001	114100000
4	q26	114100001	120800000
4	q27	120800001	123800000
4	q28.1	123800001	128800000
4	q28.2	128800001	131100000
4	q28.3	131100001	139500000
4	q31.1	139500001	141500000
4	q31.21	141500001	146800000
4	q31.22	146800001	148500000
4	q31.23	148500001	151100000
4	q31.3	151100001	155600000
4	q32.1	155600001	161800000
4	q32.2	161800001	164500000
4	q32.3	164500001	170100000
4	q33	170100001	171900000
4	q34.1	171900001	176300000
4	q34.2	176300001	177500000
4	q34.3	177500001	183200000
4	q35.1	183200001	187100000
4	q35.2	187100001	191154276
5	p11	46100001	48400000
5	p12	42500001	46100000
5	p13.1	38400001	42500000
5	p13.2	33800001	38400000
5	p13.3	28900001	33800000
5	p14.1	24600001	28900000
5	p14.2	23300001	24600000
5	p14.3	18400001	23300000
5	p15.1	15000001	18400000
5	p15.2	9800001	15000000
5	p15.31	6300001	9800000
5	p15.32	4500001	6300000
5	p15.33	1	4500000
5	q11.1	48400001	50700000
5	q11.2	50700001	58900000
5	q12.1	58900001	62900000
5	q12.2	62900001	63200000
5	q12.3	63200001	66700000
5	q13.1	66700001	68400000
5	q13.2	68400001	73300000
5	q13.3	73300001	76900000
5	q14.1	76900001	81400000
5	q14.2	81400001	82800000
5	q14.3	82800001	92300000
5	q15	92300001	98200000
5	q21.1	98200001	102800000
5	q21.2	102800001	104500000
5	q21.3	104500001	109600000
5	q22.1	109600001	111500000
5	q22.2	111500001	113100000
5	q22.3	113100001	115200000
5	q23.1	115200001	121400000
5	q23.2	121400001	127300000
5	q23.3	127300001	130600000
5	q31.1	130600001	136200000
5	q31.2	136200001	139500000
5	q31.3	139500001	144500000
5	q32	144500001	149800000
5	q33.1	149800001	152700000
5	q33.2	152700001	155700000
5	q33.3	155700001	159900000
5	q34	159900001	168500000
5	q35.1	168500001	172800000
5	q35.2	172800001	176600000
5	q35.3	176600001	180915260
6	p11.1	58700001	61000000
6	p11.2	57000001	58700000
6	p12.1	52900001	57000000
6	p12.2	51800001	52900000
6	p12.3	46200001	51800000
6	p21.1	40500001	46200000
6	p21.2	36600001	40500000
6	p21.31	33500001	36600000
6	p21.32	32100001	33500000
6	p21.33	30400001	32100000
6	p22.1	27000001	30400000
6	p22.2	25200001	27000000
6	p22.3	15200001	25200000
6	p23	13400001	15200000
6	p24.1	11600001	13400000
6	p24.2	10600001	11600000
6	p24.3	7100001	10600000
6	p25.1	4200001	7100000
6	p25.2	2300001	4200000
6	p25.3	1	2300000
6	q11.1	61000001	63300000
6	q11.2	63300001	63400000
6	q12	63400001	70000000
6	q13	70000001	75900000
6	q14.1	75900001	83900000
6	q14.2	83900001	84900000
6	q14.3	84900001	88000000
6	q15	88000001	93100000
6	q16.1	93100001	99500000
6	q16.2	99500001	100600000
6	q16.3	100600001	105500000
6	q21	105500001	114600000
6	q22.1	114600001	118300000
6	q22.2	118300001	118500000
6	q22.31	118500001	126100000
6	q22.32	126100001	127100000
6	q22.33	127100001	130300000
6	q23.1	130300001	131200000
6	q23.2	131200001	135200000
6	q23.3	135200001	139000000
6	q24.1	139000001	142800000
6	q24.2	142800001	145600000
6	q24.3	145600001	149000000
6	q25.1	149000001	152500000
6	q25.2	152500001	155500000
6	q25.3	155500001	161000000
6	q26	161000001	164500000
6	q27	164500001	171115067
7	p11.1	58000001	59900000
7	p11.2	54000001	58000000
7	p12.1	50500001	54000000
7	p12.2	49000001	50500000
7	p12.3	45400001	49000000
7	p13	43300001	45400000
